kogudus,auskoht,aasta,liikmeid_kokku,keskmiselt_vottis_jumala_teenistustest_osa,ristiti,maeti,laulatati,abielu_registreeriti,noorte_toos_osales,lastetoos_osales,annetaja_liikmeid_oli_kokku,praostkond,tulud_kokku,liikmeannetused_eur,korjandused_eur,ametitalitused_eur,avaliku_sektori_toetused_kokku_eur,tulu_kinnisvarast_eur,valisannetused_ja_toetused_kokku_eur,kulud_kokku_eur
Vastseliina Katariina Kogudus,vald631,2017,5000,28,12,46,1,1,3,65,480,Võru,39 404 €,16 983 €,3 648 €,2 299 €,10 597 €, 758 €, 0 €,37 007 €
Vastseliina Katariina Kogudus,vald632,2018,5000,27,12,33,3,1,0,0,470,Võru,41 221 €,17 177 €,4 445 €,1 929 €,9 250 €, 565 €, 0 €,37 026 €
Vastseliina Katariina Kogudus,vald633,2019,5000,26,23,30,2,2,50,15,440,Võru,45 700 €,17 683 €,3 548 €,1 378 €,4 660 €, 663 €, 0 €,29 754 €
Vastseliina Katariina Kogudus,vald634,2020,2000,10,7,28,3,1,0,0,371,Võru,39 221 €,17 947 €,2 877 €,2 140 €,12 470 €, 300 €, 0 €,57 128 €
Vigala Maarja Kogudus,vald635,2017,500,28,3,10,0,0,0,7,203,Pärnu,28 072 €,3 230 €,3 538 €, 776 €,3 900 €,3 026 €, 0 €,30 834 €
Vigala Maarja Kogudus,vald636,2018,500,26,2,18,1,0,0,4,197,Pärnu,29 686 €,3 463 €,3 940 €, 992 €,2 900 €,3 637 €,1 122 €,30 326 €
Vigala Maarja Kogudus,vald637,2019,500,29.2,4,19,1,0,0,3,191,Pärnu,34 603 €,3 522 €,4 045 €,1 405 €,2 900 €,4 322 €,1 364 €,33 775 €
Vigala Maarja Kogudus,vald638,2020,300,18,5,15,0,0,0,0,187,Pärnu,35 996 €,3 136 €,4 040 €,1 306 €,16 895 €,6 105 €,NA,32 440 €
Viimsi Püha Jaakobi Kogudus,vald639,2017,765,35,18,13,6,6,10,5,158,Tallinna,111 338 €,18 743 €,7 093 €,1 860 €,4 400 €,4 086 €, 0 €,129 062 €
Viimsi Püha Jaakobi Kogudus,vald640,2018,791,29,22,8,6,6,0,0,159,Tallinna,47 939 €,17 663 €,6 486 €,1 300 €,5 800 €,3 918 €, 0 €,53 108 €
Viimsi Püha Jaakobi Kogudus,vald641,2019,824,31,19,9,8,6,0,0,168,Tallinna,39 092 €,19 167 €,6 741 €,3 604 €,2 000 €,4 007 €, 0 €,39 456 €
Viimsi Püha Jaakobi Kogudus,vald642,2020,166,19,13,14,7,7,0,0,166,Tallinna,43 624 €,22 774 €,5 257 €,4 130 €,10 237 €,1 032 €, 0 €,40 641 €
Viljandi Jaani Kogudus,vald643,2017,1859,42,17,17,6,6,8,40,312,Viljandi,128 684 €,24 641 €,10 283 €,6 088 €,15 400 €,17 200 €,11 945 €,115 268 €
Viljandi Jaani Kogudus,vald644,2018,1877,43,15,27,8,7,12,35,257,Viljandi,144 821 €,26 002 €,9 884 €,8 160 €,19 116 €,17 505 €,12 794 €,131 720 €
Viljandi Jaani Kogudus,vald645,2019,1884,39,11,13,1,1,13,37,286,Viljandi,178 798 €,27 314 €,14 518 €,3 550 €,20 000 €,20 638 €,10 185 €,163 959 €
Viljandi Jaani Kogudus,vald646,2020,1898,30,22,11,2,2,10,12,279,Viljandi,169 173 €,28 549 €,8 567 €,2 870 €,39 779 €,16 037 €,10 631 €,164 114 €
Viljandi Pauluse Kogudus,vald647,2017,884,42,27,21,3,3,0,15,279,Viljandi,139 427 €,15 385 €,7 593 €,4 625 €,14 500 €,31 931 €, 77 €,113 502 €
Viljandi Pauluse Kogudus,vald648,2018,888,40,17,35,3,5,0,10,328,Viljandi,304 946 €,16 118 €,9 001 €,6 290 €,231 300 €,21 115 €,1 385 €,104 667 €
Viljandi Pauluse Kogudus,vald649,2019,891,36,19,40,4,3,0,4,310,Viljandi,437 187 €,16 787 €,8 961 €,6 410 €,15 000 €,30 955 €,1 459 €,379 294 €
Viljandi Pauluse Kogudus,vald650,2020,897,28,22,38,4,4,0,2,286,Viljandi,219 794 €,17 007 €,5 293 €,7 787 €,146 185 €,20 847 €, 350 €,268 410 €
Viru-Jaakobi Kogudus,vald651,2017,435,20,18,4,0,0,20,0,67,Viru,5 946 €,4 546 €, 95 €, 55 €, 0 €, 700 €, 550 €,6 054 €
Viru-Jaakobi Kogudus,vald652,2018,390,16,10,7,1,0,7,0,61,Viru,9 503 €,3 353 €, 75 €, 50 €, 700 €, 650 €,2 675 €,5 412 €
Viru-Jaakobi Kogudus,vald653,2019,300,14,13,4,1,1,0,0,58,Viru,9 847 €,3 870 €, 10 €, 25 €,2 472 €, 700 €,2 770 €,8 620 €
Viru-Jaakobi Kogudus,vald654,2020,200,5,3,9,0,0,0,0,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
Viru-Nigula Kogudus,vald655,2017,50,10,0,2,0,0,0,0,50,Viru,56 888 €,1 966 €,3 833 €, 305 €,1 320 €, 175 €, 0 €,63 806 €
Viru-Nigula Kogudus,vald656,2018,49,7,3,7,0,0,0,0,30,Viru,7 051 €,2 055 €,2 188 €, 860 €,1 120 €, 331 €, 255 €,4 764 €
Viru-Nigula Kogudus,vald657,2019,46,6,0,7,0,0,0,0,29,Viru,6 487 €, 987 €,2 200 €, 360 €,1 500 €,1 416 €, 0 €,4 898 €
Viru-Nigula Kogudus,vald658,2020,500,12,2,3,1,0,0,0,41,Viru,5 896 €,2 045 €,2 807 €, 280 €, 320 €, 175 €, 0 €,4 763 €
Võnnu Jakobi Kogudus,vald659,2017,511,21.75,2,26,0,0,0,4,134,Tartu,14 431 €,2 827 €,3 218 €, 205 €,4 150 €,2 038 €, 0 €,13 764 €
Võnnu Jakobi Kogudus,vald660,2018,517,22.4,18,16,1,1,0,0,138,NA,NA,NA,NA,NA,NA,NA,NA,NA
Võnnu Jakobi Kogudus,vald661,2019,508,20,3,15,2,1,0,0,125,NA,NA,NA,NA,NA,NA,NA,NA,NA
Võnnu Jakobi Kogudus,vald662,2020,510,6,3,12,2,2,2,0,85,Tartu,24 876 €,2 320 €, 889 €, 350 €,12 400 €,3 057 €, 0 €,20 851 €
Vormsi Püha Olavi Kogudus,vald663,2017,70,16,2,3,1,0,0,10,20,Lääne,31 201 €,1 185 €,1 174 €, 500 €,1 060 €,11 806 €,15 289 €,32 311 €
Vormsi Püha Olavi Kogudus,vald664,2018,70,18,3,1,2,0,0,10,20,Lääne,23 859 €,2 280 €,1 513 €, 800 €, 786 €,10 845 €,5 871 €,33 952 €
Vormsi Püha Olavi Kogudus,vald665,2019,70,20,2,2,0,0,0,7,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vormsi Püha Olavi Kogudus,vald666,2020,50,10,1,5,1,0,0,4,20,Lääne,14 878 €,1 920 €,1 809 €, 450 €,1 736 €,5 103 €,3 860 €,24 906 €
Võru Katariina Kogudus,vald667,2017,587,28,18,5,0,0,0,0,163,NA,NA,NA,NA,NA,NA,NA,NA,NA
Võru Katariina Kogudus,vald668,2018,595,25,12,6,1,0,0,17,147,NA,NA,NA,NA,NA,NA,NA,NA,NA
Võru Katariina Kogudus,vald669,2019,585,26,7,9,1,0,0,14,133,NA,NA,NA,NA,NA,NA,NA,NA,NA
Võru Katariina Kogudus,vald670,2020,576,23,7,2,1,0,0,5,118,Võru,27 176 €,7 912 €,3 177 €, 135 €,9 097 €,1 930 €,4 110 €,21 795 €
