kogudus,asukoht_nimi,asukoht,praostkond,aasta,liikmeid_kokku,keskmiselt_vottis_jumala_teenistustest_osa,ristiti,maeti,laulatati,abielu_registreeriti,noorte_toos_osales,lastetoos_osales,annetaja_liikmeid_oli_kokku,tulud_kokku,liikmeannetused,korjandused,ametitalitused,avaliku_sektori_toetused_kokku,tulu_kinnisvarast,valisannetused_ja_toetused_kokku,kulud_kokku
Mehikoorma Kogudus,Räpina vald,vald69,Võru,2017, 80, 10, 0, 12, 0, 0, 0, 16, 34,1 408 €, 630, 0, 310, 450, 0, 0,1 404 €
Mehikoorma Kogudus,Räpina vald,vald69,Võru,2018, 115, 8, 0, 5, 0, 0, 0, 5, 31,1 931 €, 610, 271, 0, 500, 0, 0,1 922 €
Mehikoorma Kogudus,Räpina vald,vald69,Võru,2019, 59, 6, 0, 5, 0, 0, 0, 0, 29,12 750 €, 560, 190, 0,12 000, 0, 0,12 955 €
Mehikoorma Kogudus,Räpina vald,vald69,Võru,2020, 76, 6, 0, 7, 0, 0, 0, 0, 29,3 113 €, 830, 163, 0,1 300, 0, 0,2 549 €
Mihkli Miikaeli Kogudus,Lääneranna vald,vald48,Lääne,2017, 398, 9, 0, 2, 0, 0, 0, 0, 78,13 662 €,3 016,1 118, 60,7 500,1 756, 0,11 195 €
Mihkli Miikaeli Kogudus,Lääneranna vald,vald48,Lääne,2018, 390, 11, 0, 2, 0, 0, 0, 0, 75,17 324 €,2 901,3 289, 0,1 210,1 686, 0,25 468 €
Mihkli Miikaeli Kogudus,Lääneranna vald,vald48,Lääne,2019, 390, 9, 3, 2, 0, 0, 0, 0, 88,8 849 €,3 195,2 981, 30, 850,1 686, 0,10 068 €
Mihkli Miikaeli Kogudus,Lääneranna vald,vald48,Lääne,2020, 385, 5, 0, 4, 0, 0, 0, 0, 88,9 314 €,2 455, 699, 100,2 675,1 286, 0,11 842 €
Mõisaküla Kogudus,Viljandi vald,vald21,Viljandi,2017, 260, 21, 0, 3, 0, 0, 0, 38, 106,12 375 €,1 730,1 355, 50, 0, 0,5 107,20 612 €
Mõisaküla Kogudus,Viljandi vald,vald21,Viljandi,2018, 255, 20, 0, 1, 0, 0, 0, 3, 102,12 346 €,1 765,1 720, 60, 480, 0,8 211,13 538 €
Mõisaküla Kogudus,Viljandi vald,vald21,Viljandi,2019, 255, 25, 0, 3, 1, 0, 0, 35, 100,9 605 €,1 705,1 647, 50, 300, 0,5 124,7 956 €
Mõisaküla Kogudus,Viljandi vald,vald21,Viljandi,2020, 250, 11, 4, 0, 0, 0, 0, 0, 89,10 321 €,1 571, 817, 120,2 090, 0,5 194,7 255 €
Muhu Katariina Kogudus,Muhu vald,vald54,Saarte,2017, 136, 17, 1, 2, 1, 0, 6, 6, 47,44 377 €,1 253,2 976, 400, 500,8 645, 0,28 678 €
Muhu Katariina Kogudus,Muhu vald,vald54,Saarte,2018, 136, 18, 8, 10, 1, 1, 0, 0, 44,16 155 €,2 597, 950, 120, 0, 0, 0,20 478 €
Muhu Katariina Kogudus,Muhu vald,vald54,Saarte,2019, 132, 23, 0, 10, 2, 2, 0, 0, 46,5 228 €,2 646,1 801, 170, 0, 0, 0,7 924 €
Muhu Katariina Kogudus,Muhu vald,vald54,Saarte,2020, 131, 19, 2, 2, 0, 0, 0, 0, 48,8 611 €,2 685,1 666, 320,1 620, 100, 0,5 536 €
Mustamäe Maarja Magdaleena Kogudus,Tallinna linn,vald32,Tallinna,2017, 107, 24, 5, 1, 0, 0, 16, 55, 59,48 452 €,6 089,2 182, 0, 0, 0,39 373,47 868 €
Mustamäe Maarja Magdaleena Kogudus,Tallinna linn,vald32,Tallinna,2018, 125, 23, 8, 0, 0, 0, 4, 60, 71,68 890 €,4 695,3 257, 0, 0, 0,52 086,50 823 €
Mustamäe Maarja Magdaleena Kogudus,Tallinna linn,vald32,Tallinna,2019, 126, 24, 1, 1, 0, 0, 10, 45, 72,110 991 €,7 106,5 312, 0, 0, 0,40 443,120 751 €
Mustamäe Maarja Magdaleena Kogudus,Tallinna linn,vald32,Tallinna,2020, 127, 15, 2, 1, 0, 0, 8, 10, 44,80 237 €,5 272,2 557, 0,1 590, 0,43 616,48 354 €
Mustjala Anna Kogudus,Saaremaa vald,vald56,Saarte,2017, 250, 21, 1, 11, 1, 1, 0, 16, 49,15 484 €,1 718,1 476,1 138,9 000, 0,2 149,12 271 €
Mustjala Anna Kogudus,Saaremaa vald,vald56,Saarte,2018, 250, 13, 4, 2, 1, 1, 0, 14, 48,9 176 €,1 512,1 059,1 072,4 150, 304,1 075,7 449 €
Mustjala Anna Kogudus,Saaremaa vald,vald56,Saarte,2019, 250, 12, 1, 2, 1, 1, 0, 12, 47,10 233 €,1 480, 977, 460,6 000, 0, 246,20 640 €
Mustjala Anna Kogudus,Saaremaa vald,vald56,Saarte,2020, 250, 12, 2, 7, 0, 0, 0, 9, 47,12 578 €,1 990, 483, 937,8 486, 412, 0,15 347 €
Mustvee Kogudus,Mustvee vald,vald66,Tartu,2017, 500, 32, 12, 9, 1, 1, 0, 0, 298,19 223 €,10 926,3 617, 830, 150, 200,3 500,15 691 €
Mustvee Kogudus,Mustvee vald,vald66,Tartu,2018, 500, 30, 5, 6, 0, 0, 0, 0, 295,17 814 €,9 967,2 373, 885, 300, 200,4 089,14 693 €
Mustvee Kogudus,Mustvee vald,vald66,Tartu,2019, 500, 30, 8, 5, 4, 2, 0, 0, 301,18 139 €,10 055,2 380, 300, 300, 0,5 104,14 272 €
Mustvee Kogudus,Mustvee vald,vald66,Tartu,2020, 500, 20, 7, 9, 2, 0, 0, 0, 270,23 439 €,12 220, 823, 662,5 685, 0,4 049,18 228 €
Narva Maarja Kogudus,Narva linn,vald26,Viru,2017, 70, 13, 2, 10, 0, 0, 0, 3, 63,17 903 €,2 942,2 557, 535,2 323, 903,1 540,31 308 €
Narva Maarja Kogudus,Narva linn,vald26,Viru,2018, 89, 13, 8, 16, 0, 0, 0, 5, 73,779 829 €,3 095,5 507,2 400,245 000,6 592,3 000,785 974 €
Narva Maarja Kogudus,Narva linn,vald26,Viru,2019, 88, 11, 1, 12, 0, 0, 3, 5, 70,425 091 €,3 065,8 021,1 264,205 000,19 148, 0,434 949 €
Narva Maarja Kogudus,Narva linn,vald26,Viru,2020, 100, 11, 1, 10, 0, 0, 3, 2, 66,47 372 €,4 295,6 421,1 108,9 971, 0,7 575,43 255 €
Narva-Jõesuu Kogudus,Narva -Jõesuu vald,vald0,Viru,2017, 144, 11, 1, 2, 0, 0, 0, 24, 24,2 872 €,1 139, 608, 0, 275, 40, 810,3 277 €
Narva-Jõesuu Kogudus,Narva -Jõesuu vald,vald0,Viru,2018, 129, 14, 2, 1, 0, 0, 0, 15, 26,3 365 €,1 040, 440, 80, 740, 305, 220,4 345 €
Narva-Jõesuu Kogudus,Narva -Jõesuu vald,vald0,Viru,2019, 127, 14, 0, 1, 0, 0, 0, 12, 23,12 039 €,1 275, 627, 0,8 830, 760, 41,9 850 €
Nissi Maarja Kogudus,Saue vald,vald4,Lääne-Harju,2017, 800, 26, 16, 25, 4, 3, 0, 30, 150,52 305 €,14 342,2 709,2 753, 0,1 145, 0,31 203 €
Nissi Maarja Kogudus,Saue vald,vald4,Lääne-Harju,2018, 800, 25, 5, 25, 0, 0, 0, 23, 147,26 719 €,10 570,2 790,4 110, 198,1 163, 492,51 124 €
Nissi Maarja Kogudus,Saue vald,vald4,Lääne-Harju,2019, 700, 27, 11, 27, 1, 1, 0, 0, 150,29 890 €,9 662,1 794,4 835, 0,1 544,8 539,45 915 €
Nissi Maarja Kogudus,Saue vald,vald4,Lääne-Harju,2020, 108, 14, 7, 20, 3, 3, 0, 0, 100,42 157 €,11 083,12 281,2 915,4 399,6 232,1 837,42 278 €
Noarootsi Püha Katariina Kogudus,Lääne-Nigula vald,vald52,Lääne,2017, 152, 19, 4, 1, 1, 0, 0, 10, 23,32 740 €,1 156,1 993, 370, 0, 711,7 638,35 561 €
Noarootsi Püha Katariina Kogudus,Lääne-Nigula vald,vald52,Lääne,2018, 149, 23, 0, 0, 2, 0, 0, 0, 24,29 413 €,1 074,2 439, 570, 0, 771,7 711,34 348 €
Noarootsi Püha Katariina Kogudus,Lääne-Nigula vald,vald52,Lääne,2019, 145, 18, 1, 1, 1, 0, 0, 10, 24,28 001 €,1 205,2 357, 520, 0, 771,8 538,30 920 €
Noarootsi Püha Katariina Kogudus,Lääne-Nigula vald,vald52,Lääne,2020, 140, 8, 0, 3, 0, 0, 0, 0, 28,14 937 €,1 398,1 913, 440,1 820, 771,8 275,16 476 €
Nõmme Rahu Kogudus,Tallinna linn,vald32,Tallinna,2017,3 500, 175, 23, 41, 5, 4, 0, 42, 403,293 811 €,30 405,10 978,7 678,200 000,23 224,10 236,308 157 €
Nõmme Rahu Kogudus,Tallinna linn,vald32,Tallinna,2018,3 500, 175, 28, 40, 7, 7, 0, 35, 401,114 848 €,33 345,13 779,10 535,21 000,20 264,6 489,121 483 €
Nõmme Rahu Kogudus,Tallinna linn,vald32,Tallinna,2019,3 500, 175, 28, 40, 7, 7, 0, 35, 410,104 843 €,36 797,11 987,11 620,14 349,23 048,6 392,106 727 €
Nõmme Rahu Kogudus,Tallinna linn,vald32,Tallinna,2020,3 500, 70, 19, 33, 5, 5, 0, 15, 301,103 897 €,38 391,8 982,8 400,22 630,17 092,5 368,76 872 €
Nõo Püha Laurentsiuse Kogudus,Nõo vald,vald15,Valga,2017, 630, 21, 3, 22, 1, 0, 9, 13, 185,52 934 €,11 597,4 639, 0,16 623, 881, 298,51 149 €
Nõo Püha Laurentsiuse Kogudus,Nõo vald,vald15,Valga,2018, 650, 21, 15, 21, 1, 1, 0, 8, 184,28 229 €,10 807,5 475, 0,6 623, 881,1 263,29 137 €
Nõo Püha Laurentsiuse Kogudus,Nõo vald,vald15,Valga,2019, 650, 21, 14, 22, 0, 0, 1, 6, 180,161 308 €,13 316,3 883, 0,5 223,2 300, 120,94 883 €
Nõo Püha Laurentsiuse Kogudus,Nõo vald,vald15,Valga,2020, 650, 16, 11, 14, 0, 0, 0, 6, 175,149 859 €,12 997,4 834, 0,37 407,92 300, 0,143 059 €
Nõva Püha Olevi Kogudus,Lääne-Nigula vald,vald52,Lääne,2017, 215, 16, 2, 2, 2, 0, 0, 8, 47,8 311 €,2 600,1 019, 110, 0, 320, 270,6 782 €
Nõva Püha Olevi Kogudus,Lääne-Nigula vald,vald52,Lääne,2018, 210, 18, 4, 4, 0, 0, 0, 6, 48,33 363 €,2 905,1 495, 210,2 750,14 507,3 200,21 135 €
Nõva Püha Olevi Kogudus,Lääne-Nigula vald,vald52,Lääne,2019, 213, 18, 0, 3, 1, 0, 0, 5, 48,82 486 €,2 590, 892, 100, 750,9 341,5 050,98 233 €
Nõva Püha Olevi Kogudus,Lääne-Nigula vald,vald52,Lääne,2020, 255, 12, 0, 3, 0, 0, 0, 0, 47,18 090 €,3 190, 986, 50,3 490,5 423, 0,16 455 €
Orissaare Kogudus,Saaremaa vald,vald56,Saarte,2017, 303, 8, 2, 3, 3, 0, 0, 0, 40,42 514 €,2 586, 100,1 215, 0,9 231, 0,41 660 €
Orissaare Kogudus,Saaremaa vald,vald56,Saarte,2018, 306, 8, 3, 8, 4, 1, 0, 0, 26,65 742 €,2 033, 0, 510,2 765,29 455, 0,64 633 €
Orissaare Kogudus,Saaremaa vald,vald56,Saarte,2019, 306, 9, 0, 8, 1, 0, 0, 0, 29,74 260 €,2 988, 0,1 255,1 000,32 882, 0,75 388 €
Orissaare Kogudus,Saaremaa vald,vald56,Saarte,2020, 315, 11, 2, 11, 1, 1, 0, 0, 41,47 526 €,3 052, 0,2 620,4 166,10 141, 0,47 944 €
Otepää Maarja Kogudus,Otepää vald,vald3,Valga,2017, 475, 45, 10, 57, 7, 5, 0, 0, 251,45 185 €,5 228,2 029, 440,35 600, 0, 300,43 870 €
Otepää Maarja Kogudus,Otepää vald,vald3,Valga,2018, 600, 50, 8, 59, 5, 5, 0, 0, 226,27 147 €,5 266,2 085, 95,19 200, 0, 500,29 641 €
Otepää Maarja Kogudus,Otepää vald,vald3,Valga,2019, 520, 50, 11, 51, 6, 3, 0, 0, 215,11 416 €,6 713,1 996, 130,2 000, 0, 500,12 150 €
Otepää Maarja Kogudus,Otepää vald,vald3,Valga,2020, 523, 15, 6, 60, 6, 5, 0, 0, 221,24 199 €,8 441,1 174, 90,4 345, 0,10 000,8 613 €
Paide Püha Risti Kogudus,Paide linn,vald23,Järva,2017, 510, 26, 0, 7, 0, 0, 0, 0, 78,38 631 €,4 482,1 855, 100,14 000,3 160,1 001,42 932 €
Paide Püha Risti Kogudus,Paide linn,vald23,Järva,2018, 512, 30, 4, 2, 0, 0, 0, 0, 55,47 086 €,4 998,4 627, 100,19 500,2 061, 500,47 999 €
Paide Püha Risti Kogudus,Paide linn,vald23,Järva,2019, 520, 32, 6, 8, 3, 0, 0, 0, 54,96 076 €,5 198,4 310,1 290,79 975,1 855, 150,96 315 €
Paide Püha Risti Kogudus,Paide linn,vald23,Järva,2020, 152, 15, 6, 5, 0, 0, 0, 0, 52,39 179 €,5 397,2 015, 950,23 620,2 782, 0,36 495 €
Paistu Maarja Kogudus,Viljandi vald,vald21,Viljandi,2017, 48, 14, 0, 5, 0, 0, 0, 0, 48,39 038 €,1 390,2 491, 120,4 150,2 144, 900,38 334 €
Paistu Maarja Kogudus,Viljandi vald,vald21,Viljandi,2018, 158, 14, 0, 3, 0, 0, 0, 0, 46,31 896 €,1 275,2 735, 70,2 298,2 658,4 657,31 210 €
Paistu Maarja Kogudus,Viljandi vald,vald21,Viljandi,2019, 151, 10, 2, 1, 0, 0, 0, 0, 41,14 218 €,1 870,2 671, 0,1 800,2 974, 250,18 903 €
Paistu Maarja Kogudus,Viljandi vald,vald21,Viljandi,2020, 177, 8, 0, 4, 0, 0, 0, 0, 33,11 454 €,1 705,1 627, 0,4 594,3 417, 0,12 339 €
Palamuse Püha Bartholomeuse Kogudus,Jõgeva vald,vald68,Tartu,2017, 200, 19, 2, 10, 0, 0, 0, 9, 46,38 133 €,2 108,4 312, 600,1 437,23 744,5 932,33 437 €
Palamuse Püha Bartholomeuse Kogudus,Jõgeva vald,vald68,Tartu,2018, 200, 22, 5, 22, 1, 1, 0, 8, 49,38 062 €,2 583,2 394, 280,1 200,21 714,9 092,36 329 €
Palamuse Püha Bartholomeuse Kogudus,Jõgeva vald,vald68,Tartu,2019, 200, 15, 2, 15, 0, 0, 0, 10, 39,39 601 €,1 752,5 200, 195,6 110,18 846,6 219,39 935 €
Palamuse Püha Bartholomeuse Kogudus,Jõgeva vald,vald68,Tartu,2020, 200, 9, 1, 12, 1, 1, 0, 10, 41,40 014 €,2 207,2 570, 70,4 550,16 586,7 950,48 887 €
Paldiski Nikolai Kogudus,Lääne-Harju vald,vald55,Lääne-Harju,2017, 130, 6, 0, 1, 0, 0, 0, 0, 16,11 280 €, 530,1 526, 50,1 680, 0,5 638,9 966 €
Paldiski Nikolai Kogudus,Lääne-Harju vald,vald55,Lääne-Harju,2018, 128, 6, 0, 0, 0, 0, 0, 0, 17,8 377 €, 539, 726, 0, 700, 0,5 953,22 459 €
Paldiski Nikolai Kogudus,Lääne-Harju vald,vald55,Lääne-Harju,2019, 128, 6, 0, 1, 0, 0, 0, 0, 14,8 631 €, 492,1 020, 50, 350, 0,5 429,10 316 €
Paldiski Nikolai Kogudus,Lääne-Harju vald,vald55,Lääne-Harju,2020, 128, 6, 0, 1, 0, 0, 0, 0, 18,7 122 €, 665, 570, 50, 550, 0,5 167,5 242 €
Pärnu Eliisabeti Kogudus,Pärnu linn,vald57,Pärnu,2017,6 000, 50, 16, 50, 5, 0, 0, 20,1 444,492 453 €,27 231,39 438,5 913,21 000,106 700,3 400,319 403 €
Pärnu Eliisabeti Kogudus,Pärnu linn,vald57,Pärnu,2018,5 983, 60, 19, 43, 7, 0, 0, 12,1 157,298 137 €,25 377,25 749,5 926,115 821,111 991,3 900,393 400 €
Pärnu Eliisabeti Kogudus,Pärnu linn,vald57,Pärnu,2019,5 978, 61, 32, 37, 2, 0, 0, 12,1 076,296 583 €,28 068,20 123,6 625,91 852,118 010,3 500,292 394 €
Pärnu Eliisabeti Kogudus,Pärnu linn,vald57,Pärnu,2020,5 874, 46, 16, 27, 2, 0, 0, 8, 823,312 258 €,28 319,24 981,5 589,180 113,69 774,2 500,282 479 €
Pärnu-Jakobi Kogudus,Põhja-Pärnumaa vald,vald12,Pärnu,2017,1 000, 7, 0, 13, 0, 0, 0, 0, 161,26 786 €,4 491, 984, 965,7 696,10 086,2 364,21 994 €
Pärnu-Jakobi Kogudus,Põhja-Pärnumaa vald,vald12,Pärnu,2018, 0, 6, 0, 11, 1, 0, 0, 0, 139,33 423 €,3 748, 868,1 315,13 184,11 474, 964,28 001 €
Pärnu-Jakobi Kogudus,Põhja-Pärnumaa vald,vald12,Pärnu,2019, 950, 18, 6, 14, 1, 0, 0, 0, 141,44 432 €,4 721,2 812,1 915,10 626,8 485,2 908,44 065 €
Pärnu-Jakobi Kogudus,Põhja-Pärnumaa vald,vald12,Pärnu,2020, 968, 11, 2, 12, 0, 0, 0, 0, 109,68 527 €,3 290,3 641,1 450,17 429,40 042,1 448,36 310 €
Petseri Peetri Kogudus,Pihkva oblast,0,Võru,2017, 15, 3, 0, 1, 0, 0, 0, 0, 12, 424 €, 196, 6, 0, 0, 0, 0, 247 €
Petseri Peetri Kogudus,Pihkva oblast,0,Võru,2018, 12, 2, 0, 1, 0, 0, 0, 0, 12,1 832 €, 210, 415, 0, 0, 0, 0,1 816 €
Petseri Peetri Kogudus,Pihkva oblast,0,Võru,2020, 38, 2, 0, 1, 0, 0, 0, 0, 11,-,-,-,-,-,-,-,-
Petseri Peetri Kogudus,Pihkva oblast,0,Võru,2019, 21, 2, 0, 0, 0, 0, 0, 0, 11,3 344 €, 154, 312, 0,2 543, 0, 0,1 777 €
Piirsalu Kogudus,Lääne-Nigula vald,vald52,Lääne,2017, 390, 13, 1, 2, 0, 0, 0, 0, 43,6 658 €,3 975, 405, 150, 0, 685, 300,6 769 €
Piirsalu Kogudus,Lääne-Nigula vald,vald52,Lääne,2018, 110, 15, 1, 1, 0, 0, 0, 0, 44,8 103 €,3 935, 645, 155, 0, 659,1 120,5 691 €
Piirsalu Kogudus,Lääne-Nigula vald,vald52,Lääne,2019, 110, 15, 2, 1, 0, 0, 0, 0, 41,6 801 €,4 250, 405, 150, 0, 917, 600,8 067 €
Piirsalu Kogudus,Lääne-Nigula vald,vald52,Lääne,2020, 91, 10, 0, 2, 0, 0, 0, 0, 40,8 940 €,5 339, 375, 25,2 030, 917, 0,7 142 €
Pilistvere Andrease Kogudus,Põhja-Sakala vald,vald22,Viljandi,2017, 561, 39, 9, 23, 0, 0, 15, 0, 72,191 932 €,2 735,3 882,4 371,28 550,1 064,87 338,193 165 €
Pilistvere Andrease Kogudus,Põhja-Sakala vald,vald22,Viljandi,2018, 552, 36, 2, 18, 0, 0, 19, 0, 82,183 362 €,3 472,2 882,3 194,13 198, 0,87 644,187 664 €
Pilistvere Andrease Kogudus,Põhja-Sakala vald,vald22,Viljandi,2019, 550, 37, 10, 19, 0, 0, 14, 0, 69,178 679 €,3 571,2 125,1 650,21 500,2 128,79 489,178 116 €
Pilistvere Andrease Kogudus,Põhja-Sakala vald,vald22,Viljandi,2020, 551, 16, 1, 16, 1, 0, 15, 0, 83,125 728 €,3 337,1 763, 650,23 000,1 064,51 059,99 088 €
Pindi Kogudus,Võru vald,vald60,Võru,2017, 700, 20, 13, 28, 1, 0, 0, 0, 264,35 272 €,10 432,5 834,1 161,8 485, 684, 0,34 897 €
Pindi Kogudus,Võru vald,vald60,Võru,2018, 700, 20, 24, 34, 4, 0, 0, 0, 270,27 929 €,10 586,6 034,1 567,8 330, 568, 0,26 291 €
Pindi Kogudus,Võru vald,vald60,Võru,2019, 500, 20, 10, 24, 1, 0, 0, 0, 252,50 975 €,11 236,9 621,1 557,26 796, 913, 0,45 590 €
Pindi Kogudus,Võru vald,vald60,Võru,2020, 700, 15, 19, 35, 2, 0, 0, 0, 245,47 908 €,11 197,6 773,1 625,24 705,1 842, 0,49 927 €
Pöide Maarja Kogudus,Saaremaa vald,vald56,Saarte,2017, 80, 20, 2, 3, 0, 0, 0, 0, 28,9 646 €,1 528,2 035, 0,1 296, 801,1 104,11 319 €
Pöide Maarja Kogudus,Saaremaa vald,vald56,Saarte,2018, 75, 16, 0, 7, 0, 0, 0, 0, 27,8 381 €,1 396,3 134, 0,1 700, 801, 0,5 982 €
Pöide Maarja Kogudus,Saaremaa vald,vald56,Saarte,2019, 75, 16, 0, 2, 0, 0, 0, 0, 22,12 033 €,1 125,2 503, 100,3 338, 801, 0,19 134 €
Pöide Maarja Kogudus,Saaremaa vald,vald56,Saarte,2020, 75, 10, 0, 1, 0, 0, 0, 0, 29,21 604 €,1 645,3 082, 50,1 541, 801, 0,14 541 €
Põltsamaa Niguliste Kogudus,Põltsamaa vald,vald67,Viljandi,2017,3 500, 52, 20, 48, 3, 1, 10, 37, 827,151 720 €,19 662,17 980,6 745,23 500,26 777,24 354,175 818 €
Põltsamaa Niguliste Kogudus,Põltsamaa vald,vald67,Viljandi,2018,3 500, 46, 16, 48, 6, 5, 5, 39, 805,155 577 €,21 207,16 432,6 454,26 700,19 940,30 473,148 857 €
Põltsamaa Niguliste Kogudus,Põltsamaa vald,vald67,Viljandi,2019,3 500, 42, 19, 62, 1, 1, 7, 30, 761,148 460 €,21 212,21 306,5 638,24 510,19 000,31 718,139 000 €
Põltsamaa Niguliste Kogudus,Põltsamaa vald,vald67,Viljandi,2020,3 500, 0, 12, 55, 4, 4, 0, 28, 750,142 292 €,23 022,13 374,7 202,29 222,11 984,43 890,191 725 €
Põlva Püha Neitsi Maarja Kogudus,Põlva vald,vald13,Võru,2017,1 500, 32, 5, 24, 4, 0, 6, 21, 256,118 832 €,9 615,3 759, 690,21 557,80 424, 0,146 657 €
Põlva Püha Neitsi Maarja Kogudus,Põlva vald,vald13,Võru,2018,1 200, 35, 29, 63, 3, 0, 8, 25, 244,90 353 €,10 076,4 011,1 845,17 800,56 148, 0,167 322 €
Põlva Püha Neitsi Maarja Kogudus,Põlva vald,vald13,Võru,2019,2 700, 38, 2, 72, 2, 0, 8, 27, 258,113 512 €,12 549,3 382,1 849,30 000,64 569, 0,121 917 €
Põlva Püha Neitsi Maarja Kogudus,Põlva vald,vald13,Võru,2020,2 650, 29, 4, 70, 5, 0, 9, 13, 253,220 337 €,13 278,2 418,3 465,111 161,84 039, 0,182 944 €
Prangli Laurentsiuse Kogudus,Viimsi vald,vald42,Ida-Harju,2017, 30, 4, 0, 0, 0, 0, 0, 0, 12,1 807 €, 405, 0, 0,1 400, 0, 0, 138 €
Prangli Laurentsiuse Kogudus,Viimsi vald,vald42,Ida-Harju,2018, 50, 10, 0, 1, 0, 0, 0, 0, 12,3 644 €, 847, 625, 0,2 100, 0, 0, 720 €
Prangli Laurentsiuse Kogudus,Viimsi vald,vald42,Ida-Harju,2019, 80, 12, 5, 2, 0, 0, 0, 0, 10,1 826 €, 435,1 360, 0, 0, 0, 0, 356 €
Prangli Laurentsiuse Kogudus,Viimsi vald,vald42,Ida-Harju,2020, 80, 22, 1, 1, 0, 0, 0, 0, 9,3 521 €, 610, 0, 25,2 840, 0, 0,11 707 €
Püha Jakobi Kogudus,Saaremaa vald,vald56,Saarte,2017, 492, 29, 6, 9, 2, 1, 0, 44, 216,60 550 €,6 015,3 025,1 665,2 850,3 567,15 660,53 214 €
Püha Jakobi Kogudus,Saaremaa vald,vald56,Saarte,2018, 489, 24, 0, 7, 3, 3, 0, 49, 215,72 604 €,7 725,2 469,1 205,7 700,4 350,18 759,86 167 €
Püha Jakobi Kogudus,Saaremaa vald,vald56,Saarte,2019, 490, 24, 8, 5, 3, 2, 2, 47, 214,182 067 €,7 728,2 506,1 240,106 700,4 778,5 402,178 936 €
Püha Jakobi Kogudus,Saaremaa vald,vald56,Saarte,2020, 490, 16, 5, 6, 3, 2, 0, 6, 209,64 784 €,8 753,1 751,1 540,30 400,5 923,14 754,59 846 €
Pühajõe Maarja Kogudus,Toila vald,vald77,Viru,2017, 161, 11, 3, 1, 0, 0, 0, 25, 39,6 027 €,2 009,1 393, 275, 960, 0,1 390,6 337 €
Pühajõe Maarja Kogudus,Toila vald,vald77,Viru,2018, 157, 11, 0, 0, 2, 1, 0, 14, 35,30 859 €,1 820,1 209, 300, 960, 250,1 240,2 915 €
Pühajõe Maarja Kogudus,Toila vald,vald77,Viru,2019, 156, 11, 1, 1, 0, 0, 0, 19, 34,57 423 €,2 262,4 000, 275,11 000, 180,1 468,79 313 €
Pühajõe Maarja Kogudus,Toila vald,vald77,Viru,2020, 200, 9, 1, 2, 1, 0, 0, 12, 29,6 258 €,2 268, 930, 155, 910, 560,1 435,9 597 €
Pühalepa Laurentsiuse Kogudus,Hiiumaa vald,vald46,Saarte,2017, 150, 13, 1, 3, 2, 2, 0, 0, 17,6 863 €,1 222,1 524, 598,1 500,1 025, 594,6 740 €
Pühalepa Laurentsiuse Kogudus,Hiiumaa vald,vald46,Saarte,2018, 150, 13, 2, 3, 1, 1, 0, 0, 17,7 023 €,1 282,1 668, 630,1 150,1 531, 237,4 828 €
Pühalepa Laurentsiuse Kogudus,Hiiumaa vald,vald46,Saarte,2019, 150, 11, 0, 1, 0, 0, 0, 0, 19,13 034 €,1 192,1 404, 300,8 250,1 110, 276,11 633 €
Pühalepa Laurentsiuse Kogudus,Hiiumaa vald,vald46,Saarte,2020, 150, 7, 0, 2, 1, 1, 0, 0, 18,5 179 €,1 134, 891, 570,1 369, 880, 0,5 156 €
Puhja Kogudus,Elva vald,vald14,Valga,2017, 240, 16, 2, 6, 0, 0, 0, 29, 51,20 726 €,2 283,3 098, 0,1 670, 0,7 822,18 412 €
Puhja Kogudus,Elva vald,vald14,Valga,2018, 230, 16, 1, 4, 2, 2, 0, 20, 50,40 007 €,2 864,2 439, 0,2 464, 0,5 458,40 959 €
Puhja Kogudus,Elva vald,vald14,Valga,2019, 240, 15, 8, 6, 1, 1, 0, 37, 57,130 961 €,4 093,7 932, 0,47 036, 0,4 127,123 625 €
Puhja Kogudus,Elva vald,vald14,Valga,2020, 269, 10, 10, 5, 1, 1, 0, 33, 60,254 261 €,3 790,6 598, 0,228 528, 0,3 940,255 785 €
Rakvere Kolmainu Kogudus,Rakvere linn,vald28,Viru,2017, 993, 64, 24, 21, 6, 6, 0, 12, 211,99 143 €,19 758,6 679,4 045,2 800,23 034,1 250,113 287 €
Rakvere Kolmainu Kogudus,Rakvere linn,vald28,Viru,2018,1 074, 51, 10, 15, 9, 5, 0, 11, 200,102 794 €,20 983,11 129,2 845,15 000,24 370, 0,120 752 €
Rakvere Kolmainu Kogudus,Rakvere linn,vald28,Viru,2019,1 048, 59, 36, 22, 2, 2, 0, 8, 214,169 883 €,19 315,8 189,4 340,42 219,17 197,1 600,163 229 €
Rakvere Kolmainu Kogudus,Rakvere linn,vald28,Viru,2020,1 082, 40, 23, 14, 7, 6, 0, 12, 216,373 675 €,21 996,8 507,4 275,263 724,18 633, 0,441 499 €
Randvere Kogudus,Viimsi vald,vald42,Ida-Harju,2017, 92, 16, 0, 1, 0, 0, 0, 0, 52,16 578 €,2 337,3 147, 150,10 567, 0, 0,12 942 €
Randvere Kogudus,Viimsi vald,vald42,Ida-Harju,2018, 96, 16, 0, 1, 2, 0, 0, 0, 49,10 036 €,2 555,2 436, 563,1 977, 0,2 189,11 963 €
Randvere Kogudus,Viimsi vald,vald42,Ida-Harju,2019, 92, 15, 0, 5, 0, 0, 0, 0, 50,9 651 €,2 790,1 932, 630,2 991, 173, 501,8 639 €
